area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Palace Road,1480.0,2.0,0.0,145.0,3.0,9797.297297297297
Super built-up  Area,Ready To Move,Hoodi,1105.0,2.0,2.0,46.37,2.0,4196.380090497738
Plot  Area,17-Jun,Sarjapur  Road,2600.0,3.0,2.0,200.0,3.0,7692.307692307692
Super built-up  Area,21-Mar,Yelahanka,1517.0,3.0,2.0,76.3,3.0,5029.663810151615
Built-up  Area,Ready To Move,Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6.0,5263.1578947368425
Super built-up  Area,Ready To Move,Jalahalli,1615.0,3.0,2.0,89.75,3.0,5557.275541795666
Super built-up  Area,Ready To Move,MCECHS  layout,1500.0,3.0,2.0,65.0,3.0,4333.333333333333
Super built-up  Area,Ready To Move,Mysore Road,1082.0,3.0,1.0,50.5,3.0,4667.28280961183
Super built-up  Area,Ready To Move,Marathahalli,1365.0,2.0,2.0,73.0,2.0,5347.985347985348
Super built-up  Area,Ready To Move,CV Raman Nagar,1392.0,2.0,1.0,98.0,2.0,7040.229885057472
Super built-up  Area,18-Apr,Kodigehalli,1086.0,2.0,1.0,33.66,2.0,3099.4475138121543
Super built-up  Area,Ready To Move,Hennur Road,1586.0,3.0,3.0,93.94,3.0,5923.076923076923
Built-up  Area,Ready To Move,Hennur,1100.0,2.0,1.0,60.0,2.0,5454.545454545455
Super built-up  Area,18-May,Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0,2887.323943661972
Plot  Area,Ready To Move,TC Palaya,1500.0,2.0,1.0,120.0,3.0,8000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3.0,7619.047619047619
Super built-up  Area,Ready To Move,Hennur Road,1975.0,3.0,3.0,123.0,3.0,6227.848101265823
Super built-up  Area,Ready To Move,Nelamangala,820.0,2.0,2.0,24.0,2.0,2926.829268292683
Super built-up  Area,Ready To Move,Gubbalala,1745.0,3.0,2.0,110.0,3.0,6303.7249283667625
Super built-up  Area,Ready To Move,Nagarbhavi,1223.0,2.0,1.0,60.0,2.0,4905.968928863451
Super built-up  Area,Ready To Move,Ananth Nagar,1200.0,2.0,1.0,65.0,3.0,5416.666666666667
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2.0,7500.0
Super built-up  Area,19-Dec,Binny Pete,665.0,1.0,1.0,46.08,1.0,6929.3233082706765
Super built-up  Area,Ready To Move,Bharathi Nagar,1351.0,2.0,2.0,70.0,2.0,5181.347150259067
Super built-up  Area,18-Dec,Hebbal,1355.0,3.0,1.0,83.87,3.0,6189.667896678967
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3.0,7692.307692307692
Super built-up  Area,18-Nov,Thanisandra,1588.0,3.0,1.0,75.55,3.0,4757.556675062972
Carpet  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,60.0,2.0,6666.666666666667
Plot  Area,Ready To Move,Bhuvaneshwari Nagar,440.0,3.0,0.0,50.0,3.0,11363.636363636364
Built-up  Area,18-Feb,Harlur,3385.0,4.0,2.0,260.0,4.0,7680.945347119646
Super built-up  Area,Ready To Move,Panathur,1370.0,2.0,2.0,75.0,3.0,5474.4525547445255
Plot  Area,18-Dec,Whitefield,1500.0,3.0,1.0,71.8,3.0,4786.666666666667
Super built-up  Area,Ready To Move,Pulikeshi Nagar,2280.0,3.0,2.0,285.0,3.0,12500.0
Super built-up  Area,21-Dec,Kanakpura Road,1100.0,3.0,2.0,53.0,3.0,4818.181818181818
Built-up  Area,Ready To Move,Hoodi,1247.0,2.0,0.0,53.0,2.0,4250.200481154771
Super built-up  Area,19-Dec,Domlur Layout,2000.0,3.0,2.0,200.0,3.0,10000.0
Super built-up  Area,18-Jul,Balagere,1020.07,2.0,1.0,68.38,2.0,6703.461527150097
Super built-up  Area,19-Dec,Gunjur Palya,1033.0,2.0,2.0,32.0,3.0,3097.773475314618
Built-up  Area,Ready To Move,B Narayanapura,1460.0,2.0,3.0,73.0,3.0,5000.0
Super built-up  Area,Ready To Move,Garudachar Palya,1150.0,2.0,2.0,52.8,2.0,4591.304347826087
Super built-up  Area,Ready To Move,Sarjapur  Road,5965.0,5.0,2.0,385.0,5.0,6454.316848281643
Super built-up  Area,Ready To Move,Babusapalaya,1141.0,2.0,1.0,46.0,2.0,4031.5512708150745
Super built-up  Area,Ready To Move,Yelahanka,2912.5,6.0,0.0,125.5,4.0,4309.01287553648
Plot  Area,Ready To Move,Doddaballapur,4200.0,4.0,3.0,325.0,4.0,7738.0952380952385
Super built-up  Area,18-Jul,Hosa Road,1665.0,2.0,3.0,125.0,3.0,7507.507507507507
Super built-up  Area,18-Dec,Kanakapura,1295.0,2.0,2.0,64.0,2.0,4942.084942084942
Super built-up  Area,18-Aug,Haralur Road,1230.0,2.0,1.0,78.0,2.0,6341.463414634146
Super built-up  Area,Ready To Move,Anand Nagar,1080.0,2.0,2.0,75.0,3.0,6944.444444444444
Super built-up  Area,Ready To Move,Kaggalipura,1000.0,2.0,1.0,60.0,2.0,6000.0
Super built-up  Area,19-Dec,Whitefield,630.5,1.0,0.0,32.79,1.0,5200.634417129262
Super built-up  Area,18-May,Rayasandra,1708.0,3.0,2.0,75.0,3.0,4391.100702576113
Super built-up  Area,Ready To Move,Thanisandra,1697.0,3.0,2.0,115.0,3.0,6776.664702416028
Super built-up  Area,Ready To Move,Whitefield,3537.0,5.0,3.0,210.0,4.0,5937.234944868533
Super built-up  Area,19-Mar,Hosa Road,615.0,1.0,1.0,28.29,1.0,4600.0
Built-up  Area,Ready To Move,Banashankari,1350.0,2.0,0.0,83.0,3.0,6148.148148148148
Super built-up  Area,Ready To Move,Kanakpura Road,1530.0,2.0,2.0,66.4,3.0,4339.869281045752
Super built-up  Area,19-Dec,Jalahalli,1083.0,2.0,1.0,32.49,2.0,3000.0
Super built-up  Area,Ready To Move,Gottigere,1460.0,2.0,2.0,65.0,3.0,4452.054794520548
Super built-up  Area,Ready To Move,Babusapalaya,1084.0,2.0,1.0,58.0,2.0,5350.553505535056
Super built-up  Area,18-May,Bommasandra,1035.0,2.0,1.0,41.43,2.0,4002.8985507246375
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2400.0,2.0,1.0,150.0,3.0,6250.0
Super built-up  Area,Ready To Move,Hosur Road,460.0,1.0,1.0,21.0,1.0,4565.217391304348
Super built-up  Area,Ready To Move,Narayanappa Layout,950.0,5.0,2.0,90.0,5.0,9473.684210526315
Super built-up  Area,Ready To Move,Whitefield,1285.0,2.0,2.0,55.9,2.0,4350.194552529183
Plot  Area,Ready To Move,Sarjapur,1200.0,3.0,2.0,78.0,3.0,6500.0
Built-up  Area,Ready To Move,Raghuvanahalli,1070.0,2.0,1.0,35.0,2.0,3271.0280373831774
Super built-up  Area,Ready To Move,Hegde Nagar,1801.0,3.0,2.0,140.0,3.0,7773.459189339256
Super built-up  Area,18-Dec,Whitefield,1697.0,3.0,2.0,115.0,3.0,6776.664702416028
Super built-up  Area,Ready To Move,AECS Layout,1199.0,2.0,2.0,65.0,2.0,5421.184320266889
Super built-up  Area,Ready To Move,Iblur Village,2300.0,3.0,1.0,220.0,3.0,9565.217391304348
Super built-up  Area,Ready To Move,Mysore Road,1340.0,2.0,3.0,64.31,3.0,4799.253731343284
Super built-up  Area,Ready To Move,Marathahalli,3800.0,4.0,3.0,205.0,4.0,5394.736842105263
Plot  Area,Ready To Move,Jigani,600.0,5.0,2.0,50.0,5.0,8333.333333333334
Super built-up  Area,Ready To Move,Wilson Garden,1125.0,2.0,1.0,75.0,2.0,6666.666666666667
Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,67.0,2.0,5583.333333333333
Built-up  Area,Ready To Move,Subramanyapura,1050.0,2.0,3.0,41.0,2.0,3904.7619047619046
Built-up  Area,Ready To Move,Nagarbhavi,956.0,2.0,1.0,49.0,2.0,5125.523012552301
Super built-up  Area,Ready To Move,Sarjapur,1000.0,2.0,2.0,30.0,2.0,3000.0
Built-up  Area,Ready To Move,Dooravani Nagar,1596.0,3.0,0.0,95.0,3.0,5952.380952380952
Plot  Area,Ready To Move,Kumbhena Agrahara,1200.0,5.0,1.0,150.0,6.0,12500.0
Super built-up  Area,19-Jul,Kanakpura Road,1296.0,2.0,3.0,89.06,2.0,6871.913580246914
Plot  Area,Ready To Move,NS Palya,1200.0,7.0,2.0,170.0,6.0,14166.666666666666
Built-up  Area,Ready To Move,Challaghatta,1639.0,3.0,3.0,123.0,3.0,7504.5759609518
Super built-up  Area,Ready To Move,Electronic City Phase II,1219.0,2.0,1.0,61.25,2.0,5024.610336341263
Built-up  Area,Ready To Move,Uttarahalli,1200.0,3.0,1.0,50.0,3.0,4166.666666666667
Super built-up  Area,Ready To Move,Bannerghatta Road,1218.0,2.0,1.0,73.0,2.0,5993.431855500821
Super built-up  Area,Ready To Move,Nyanappana Halli,920.0,2.0,3.0,37.0,2.0,4021.7391304347825
Super built-up  Area,Ready To Move,Yeshwanthpur,2559.0,3.0,2.0,141.0,3.0,5509.964830011723
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,525.0,1.0,1.0,26.0,1.0,4952.380952380952
Super built-up  Area,18-Feb,Bannerghatta Road,1427.0,2.0,2.0,48.51,3.0,3399.4393833216536
Super built-up  Area,18-Apr,Kothannur,1270.0,3.0,2.0,45.0,3.0,3543.3070866141734
Built-up  Area,Ready To Move,Ramagondanahalli,920.0,2.0,3.0,65.0,2.0,7065.217391304348
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,1740.0,3.0,2.0,199.0,3.0,11436.781609195403
Built-up  Area,Ready To Move,Ramamurthy Nagar,1355.0,2.0,2.0,40.0,3.0,2952.029520295203
Super built-up  Area,Ready To Move,Lingadheeranahalli,1530.0,2.0,2.0,90.0,3.0,5882.35294117647
Carpet  Area,Ready To Move,Gokula Extension,1372.0,2.0,1.0,90.0,3.0,6559.766763848396
Super built-up  Area,Ready To Move,Nehru Nagar,2363.0,5.0,2.0,120.0,4.0,5078.290308929327
Super built-up  Area,Ready To Move,Marathahalli,3895.0,4.0,3.0,220.0,4.0,5648.267008985879
Super built-up  Area,20-Jun,Jakkur,1950.0,3.0,2.0,131.0,3.0,6717.948717948718
Built-up  Area,Ready To Move,Hoysalanagar,885.0,2.0,3.0,40.0,2.0,4519.774011299435
Built-up  Area,Ready To Move,Yelahanka,600.0,2.0,2.0,27.0,2.0,4500.0
Plot  Area,Ready To Move,Kumaraswami Layout,1270.0,4.0,1.0,128.0,5.0,10078.740157480315
Plot  Area,Ready To Move,Vijayanagar,1380.0,2.0,0.0,225.0,2.0,16304.347826086956
Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,2.0,62.0,2.0,4630.321135175504
Super built-up  Area,Ready To Move,Whitefield,1130.0,2.0,1.0,36.0,2.0,3185.8407079646017
Built-up  Area,Ready To Move,Uttarahalli,1085.0,2.0,2.0,43.0,2.0,3963.1336405529955
Built-up  Area,Ready To Move,Yeshwanthpur,1430.0,3.0,2.0,72.0,3.0,5034.965034965035
Carpet  Area,18-Dec,Bhoganhalli,1451.5,4.0,1.0,121.0,4.0,8336.203926972097
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,6200.0,5.0,2.0,720.0,5.0,11612.90322580645
Super built-up  Area,Ready To Move,AGS Layout,1490.0,2.0,1.0,59.6,3.0,4000.0
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,1650.0,4.0,0.0,99.0,4.0,6000.0
Super built-up  Area,Ready To Move,Bellandur,1286.0,2.0,2.0,57.0,2.0,4432.348367029549
Built-up  Area,Ready To Move,KR Garden,925.0,2.0,2.0,63.0,2.0,6810.810810810811
Super built-up  Area,Ready To Move,Bellandur,3016.0,4.0,3.0,230.0,4.0,7625.994694960213
Built-up  Area,Ready To Move,Haralur Road,1000.0,2.0,2.0,44.0,2.0,4400.0
Super built-up  Area,Ready To Move,Whitefield,1215.0,2.0,2.0,39.0,2.0,3209.8765432098767
Plot  Area,Ready To Move,Kanakadasa Layout,1200.0,3.0,1.0,95.0,4.0,7916.666666666667
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2.0,7485.029940119761
Super built-up  Area,Ready To Move,Yeshwanthpur,673.0,1.0,1.0,36.85,1.0,5475.482912332838
Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,58.0,2.0,4833.333333333333
Plot  Area,Ready To Move,Lingarajapuram,600.0,7.0,2.0,63.0,6.0,10500.0
Super built-up  Area,Ready To Move,Malleshwaram,1600.0,3.0,3.0,160.0,3.0,10000.0
Plot  Area,Ready To Move,Mallathahalli,1200.0,2.0,0.0,79.0,2.0,6583.333333333333
Super built-up  Area,18-Apr,Jayamahal Extension,2500.0,3.0,2.0,270.0,3.0,10800.0
Plot  Area,Ready To Move,Devanahalli,2400.0,5.0,3.0,100.0,5.0,4166.666666666667
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2.0,5686.789151356081
Super built-up  Area,Ready To Move,Kanakpura Road,1470.0,2.0,2.0,61.74,2.0,4200.0
Plot  Area,Ready To Move,Laxminarayana Layout,1584.0,3.0,2.0,145.0,4.0,9154.040404040405
Super built-up  Area,Ready To Move,Marathahalli,1785.0,3.0,2.0,94.0,3.0,5266.106442577031
Super built-up  Area,Ready To Move,Koramangala,2292.0,3.0,2.0,286.0,3.0,12478.184991273996
Super built-up  Area,Ready To Move,Kothanur,1460.0,3.0,3.0,71.0,3.0,4863.013698630137
Super built-up  Area,Ready To Move,Kasturi Nagar,1500.0,2.0,3.0,80.0,3.0,5333.333333333333
Plot  Area,Ready To Move,Yelahanka,1200.0,4.0,1.0,140.0,5.0,11666.666666666666
Built-up  Area,Ready To Move,Sanjay nagar,3300.0,3.0,2.0,250.0,5.0,7575.757575757576
Super built-up  Area,Ready To Move,Chikkalasandra,1230.0,2.0,2.0,48.0,2.0,3902.439024390244
Super built-up  Area,Ready To Move,Yelahanka New Town,650.0,1.0,1.0,20.0,1.0,3076.923076923077
Super built-up  Area,Ready To Move,Benson Town,1480.0,2.0,2.0,120.0,2.0,8108.108108108108
Super built-up  Area,Ready To Move,Thanisandra,1220.0,2.0,1.0,43.92,2.0,3600.0
Super built-up  Area,Ready To Move,Dooravani Nagar,1570.0,3.0,1.0,115.0,3.0,7324.84076433121
Built-up  Area,Ready To Move,Sadashiva Nagar,3000.0,3.0,3.0,400.0,3.0,13333.333333333334
Super built-up  Area,Ready To Move,Mallasandra,1665.0,3.0,2.0,86.91,3.0,5219.81981981982
Plot  Area,Ready To Move,Sarjapur  Road,4000.0,5.0,2.0,600.0,4.0,15000.0
Plot  Area,Ready To Move,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2.0,6181.818181818182
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,1.0,87.01,3.0,6445.185185185185
Built-up  Area,Ready To Move,Kasavanhalli,1719.0,3.0,2.0,116.0,3.0,6748.109365910413
Super built-up  Area,Ready To Move,Budigere,664.0,1.0,1.0,35.0,1.0,5271.084337349397
Super built-up  Area,18-Dec,Sonnenahalli,1011.0,2.0,1.0,50.53,2.0,4998.021760633037
Built-up  Area,Ready To Move,Akshya Nagar,2400.0,6.0,0.0,130.0,6.0,5416.666666666667
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,1680.0,3.0,2.0,85.0,3.0,5059.523809523809
Super built-up  Area,Ready To Move,Yeshwanthpur,717.0,2.0,0.0,49.475,2.0,6900.278940027894
Plot  Area,Ready To Move,Thyagaraja Nagar,700.0,4.0,2.0,110.0,4.0,15714.285714285714
Super built-up  Area,Ready To Move,Whitefield,1520.0,2.0,2.0,150.0,3.0,9868.421052631578
Carpet  Area,Ready To Move,Uttarahalli,1350.0,2.0,2.0,53.0,3.0,3925.925925925926
Super built-up  Area,15-Nov,Kothanur,1760.0,3.0,2.0,150.0,3.0,8522.727272727272
Super built-up  Area,Ready To Move,Pattandur Agrahara,875.0,2.0,1.0,33.0,2.0,3771.4285714285716
Super built-up  Area,Ready To Move,Hennur,1231.0,2.0,2.0,48.0,2.0,3899.268887083672
Super built-up  Area,Ready To Move,Somasundara Palya,1174.0,2.0,3.0,74.0,2.0,6303.236797274276
Built-up  Area,Ready To Move,Munnekollal,1560.0,3.0,3.0,75.0,3.0,4807.692307692308
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,1464.0,2.0,2.0,56.0,2.0,3825.136612021858
Plot  Area,Ready To Move,Kanakpura Road,2200.0,3.0,2.0,130.0,3.0,5909.090909090909
Built-up  Area,Ready To Move,Shivaji Nagar,850.0,2.0,2.0,55.0,2.0,6470.588235294118
Built-up  Area,Ready To Move,Sahyadri Layout,1750.0,3.0,1.0,180.0,3.0,10285.714285714286
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2024.0,3.0,2.0,157.0,3.0,7756.916996047431
Plot  Area,Ready To Move,Mathikere SBM colony,1500.0,1.0,0.0,160.0,2.0,10666.666666666666
Plot  Area,Ready To Move,"white field,kadugodi",2100.0,6.0,2.0,275.0,6.0,13095.238095238095
Super built-up  Area,Ready To Move,Kodihalli,2408.0,4.0,2.0,260.0,3.0,10797.34219269103
Super built-up  Area,Ready To Move,Devanahalli,1080.0,2.0,1.0,44.0,2.0,4074.074074074074
Super built-up  Area,Ready To Move,Indira Nagar,2070.0,3.0,2.0,225.0,3.0,10869.565217391304
Built-up  Area,18-Dec,Electronic City,1020.0,2.0,1.0,29.46,2.0,2888.235294117647
Super built-up  Area,Ready To Move,Begur Road,1500.0,2.0,3.0,55.0,3.0,3666.6666666666665
Plot  Area,Ready To Move,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4.0,10031.746031746032
Plot  Area,Ready To Move,Kodichikkanahalli,3250.0,4.0,1.0,180.0,4.0,5538.461538461538
Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,1.0,47.0,2.0,4000.0
Super built-up  Area,Ready To Move,Channasandra,1030.0,2.0,1.0,34.5,2.0,3349.5145631067962
Super built-up  Area,18-Jul,Hebbal,1440.0,2.0,1.0,115.0,2.0,7986.111111111111
Built-up  Area,Ready To Move,Hoodi,1500.0,2.0,1.0,84.0,2.0,5600.0
Plot  Area,Ready To Move,Thanisandra,1380.0,1.0,1.0,62.1,1.0,4500.0
Built-up  Area,Ready To Move,Bagalur,1200.0,2.0,3.0,50.0,2.0,4166.666666666667
Built-up  Area,Ready To Move,Vinayak Nagar,705.0,1.0,2.0,36.5,1.0,5177.304964539007
Super built-up  Area,Ready To Move,Harlur,2240.0,5.0,2.0,155.0,3.0,6919.642857142857
Super built-up  Area,Ready To Move,Hegde Nagar,1584.01,3.0,1.0,103.0,3.0,6502.484201488627
Super built-up  Area,Ready To Move,P Krishnappa Layout,1340.0,3.0,3.0,77.0,3.0,5746.268656716418
Super built-up  Area,Ready To Move,Green Garden Layout,1800.0,3.0,2.0,70.0,3.0,3888.8888888888887
Super built-up  Area,Ready To Move,R.T. Nagar,1200.0,2.0,3.0,45.0,2.0,3750.0
Super built-up  Area,18-Nov,Sarjapur  Road,685.0,1.0,1.0,40.0,1.0,5839.41605839416
Super built-up  Area,Ready To Move,Kalkere,925.0,2.0,3.0,42.0,2.0,4540.540540540541
Super built-up  Area,Ready To Move,Crimson Layout,1230.0,2.0,2.0,57.0,2.0,4634.1463414634145
Plot  Area,Ready To Move,Manjunath Nagar,1200.0,5.0,1.0,185.0,5.0,15416.666666666666
Super built-up  Area,Ready To Move,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2.0,4622.222222222223
Super built-up  Area,Ready To Move,Hebbal,1100.0,2.0,1.0,54.0,2.0,4909.090909090909
Plot  Area,18-Aug,Jigani,2400.0,3.0,2.0,149.0,3.0,6208.333333333333
Super built-up  Area,18-Jul,Electronic City Phase II,1400.0,2.0,2.0,41.58,3.0,2970.0
Plot  Area,Ready To Move,Uttarahalli,1200.0,7.0,2.0,225.0,7.0,18750.0
Super built-up  Area,Ready To Move,Jakkur,1858.0,3.0,1.0,98.3,3.0,5290.635091496232
Plot  Area,Ready To Move,Adityanagar,1260.0,1.0,1.0,41.0,1.0,3253.968253968254
Built-up  Area,Ready To Move,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4.0,8215.297450424929
Super built-up  Area,Ready To Move,HSR Layout,1185.0,2.0,2.0,60.0,2.0,5063.291139240507
Plot  Area,Ready To Move,RMV 2nd Stage,1200.0,2.0,1.0,216.0,2.0,18000.0
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,58.0,2.0,4621.5139442231075
Super built-up  Area,Ready To Move,Rajaji Nagar,3436.0,6.0,3.0,475.0,4.0,13824.214202561117
Built-up  Area,Ready To Move,Kudlu Gate,1335.0,3.0,2.0,89.0,3.0,6666.666666666667
Super built-up  Area,Ready To Move,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3.0,6603.301650825412
Plot  Area,Ready To Move,Kanaka Nagar,1200.0,2.0,1.0,125.0,2.0,10416.666666666666
Super built-up  Area,Ready To Move,Kundalahalli,1397.0,3.0,2.0,110.0,3.0,7874.0157480314965
Plot  Area,Ready To Move,Jigani,1200.0,10.0,2.0,105.0,10.0,8750.0
Super built-up  Area,Ready To Move,Cooke Town,3950.0,4.0,2.0,450.0,4.0,11392.405063291139
Plot  Area,Ready To Move,Yelahanka New Town,1200.0,2.0,1.0,130.0,2.0,10833.333333333334
Plot  Area,Ready To Move,Chikka Tirupathi,1616.0,3.0,0.0,95.0,3.0,5878.712871287129
Built-up  Area,Ready To Move,Hanumantha Nagar,1270.0,2.0,1.0,175.0,4.0,13779.527559055117
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2.0,3381.578947368421
Super built-up  Area,21-Jan,Kanakpura Road,525.0,1.0,1.0,30.0,1.0,5714.285714285715
Plot  Area,Ready To Move,Varthur,1200.0,2.0,1.0,98.0,3.0,8166.666666666667
Built-up  Area,Ready To Move,Bagalakunte,700.0,1.0,1.0,162.0,1.0,23142.85714285714
Super built-up  Area,18-Jul,Balagere,1205.47,2.0,1.0,81.0,2.0,6719.370867794304
Plot  Area,Ready To Move,T Dasarahalli,1200.0,3.0,2.0,130.0,3.0,10833.333333333334
Super built-up  Area,Ready To Move,Electronic City,1700.0,3.0,2.0,75.0,3.0,4411.764705882353
Plot  Area,Ready To Move,Thanisandra,750.0,4.0,0.0,62.0,5.0,8266.666666666666
Super built-up  Area,21-May,Kanakpura Road,1090.0,2.0,1.0,54.54,2.0,5003.6697247706425
Super built-up  Area,Ready To Move,Yeshwanthpur,3600.0,5.0,2.0,220.0,4.0,6111.111111111111
Super built-up  Area,19-Mar,Thanisandra,923.0,1.0,1.0,60.84,1.0,6591.549295774648
Super built-up  Area,18-May,Muthurayya Swamy Layout,3595.0,6.0,2.0,360.0,4.0,10013.908205841446
Super built-up  Area,Ready To Move,Green Glen Layout,1050.0,2.0,2.0,48.0,2.0,4571.428571428572
Super built-up  Area,Ready To Move,Whitefield,1495.0,2.0,2.0,79.5,2.0,5317.725752508361
Super built-up  Area,19-Mar,Hennur Road,1664.0,2.0,2.0,93.865,3.0,5640.9254807692305
Built-up  Area,Ready To Move,Narayanapura,1485.0,3.0,2.0,85.0,3.0,5723.905723905724
Super built-up  Area,19-Dec,Dommasandra,1033.0,2.0,2.0,31.5,3.0,3049.3707647628266
Super built-up  Area,Ready To Move,Electronic City,1400.0,2.0,1.0,48.0,3.0,3428.5714285714284
Built-up  Area,Ready To Move,Indira Nagar,500.0,1.0,0.0,70.0,1.0,14000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,944.0,2.0,1.0,35.0,2.0,3707.6271186440677
Built-up  Area,Ready To Move,Whitefield,3250.0,5.0,0.0,290.0,5.0,8923.076923076924
Super built-up  Area,19-Mar,Whitefield,1216.0,2.0,1.0,66.48,2.0,5467.105263157895
Super built-up  Area,Ready To Move,Thirumenahalli,1100.0,2.0,1.0,39.5,2.0,3590.909090909091
Super built-up  Area,Ready To Move,Thanisandra,1743.0,3.0,2.0,93.25,3.0,5349.971313826735
Super built-up  Area,Ready To Move,Yelahanka,1274.0,2.0,2.0,48.42,2.0,3800.6279434850862
Super built-up  Area,Ready To Move,Lavelle Road,2500.0,3.0,2.0,425.0,3.0,17000.0
Super built-up  Area,Ready To Move,Mysore Road,1512.0,2.0,2.0,110.0,3.0,7275.132275132275
Super built-up  Area,Ready To Move,Dollars Colony,3100.0,5.0,1.0,385.0,4.0,12419.354838709678
Super built-up  Area,Ready To Move,Cox Town,1650.0,3.0,3.0,100.0,3.0,6060.606060606061
Built-up  Area,Ready To Move,Doddathoguru,1875.0,3.0,1.0,55.0,3.0,2933.3333333333335
Built-up  Area,Ready To Move,Whitefield,1350.0,3.0,2.0,54.0,3.0,4000.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1219.0,2.0,2.0,40.0,2.0,3281.3781788351107
Plot  Area,Ready To Move,Goraguntepalya,1200.0,4.0,1.0,150.0,4.0,12500.0
Plot  Area,Ready To Move,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3.0,3541.6666666666665
Super built-up  Area,Ready To Move,Hormavu,1141.0,2.0,1.0,44.4,2.0,3891.3234005258546
Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,43.1,2.0,3744.5699391833186
Plot  Area,Ready To Move,Bommenahalli,832.0,3.0,1.0,77.0,3.0,9254.807692307691
Super built-up  Area,Ready To Move,Sarjapur  Road,915.0,2.0,1.0,38.0,2.0,4153.005464480874
Plot  Area,Ready To Move,Rajankunte,3259.0,3.0,0.0,270.0,3.0,8284.749923289353
Super built-up  Area,22-Dec,Bannerghatta Road,1115.0,2.0,1.0,65.12,2.0,5840.358744394619
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,139.0,3.0,6708.494208494209
Super built-up  Area,Ready To Move,Kaggadasapura,1200.0,2.0,2.0,53.0,2.0,4416.666666666667
Super built-up  Area,Ready To Move,Singasandra,1300.0,2.0,2.0,65.0,2.0,5000.0
Super built-up  Area,Ready To Move,Bellandur,1457.0,2.0,2.0,85.0,2.0,5833.905284831846
